"id","fltid","adep","ades","CLASS","atot","c_time","lat","lon","bear","drwy","type","atot_epoch","sector","congestion","arrival_yield","transit","saturation","c","percentile_20","kpi08_p20","unimp_time","kpi08"
"2024-01-17 16:33:46GLO9623SBRFSBGR","GLO9623","SBRF","SBGR","M",1705509226000,1705507636380,-21.8099896594,-46.0858409543,13.398338388,"28L","B738",1705509226000,0,11,16,26.4936666667,8.603308,100,21.50827,4.9853966667,21.654675,4.8389916667
"2024-01-17 16:51:38GLO1641SBMOSBGR","GLO1641","SBMO","SBGR","M",1705510298000,1705509140970,-21.8305878315,-46.0086887057,16.1367932727,"28L","B738",1705510298000,0,7,20,19.2838333333,8.603308,100,21.50827,0,21.654675,0
"2024-01-17 18:29:03GLO9618SBFZSBGR","GLO9618","SBFZ","SBGR","M",1705516143000,1705514746754,-21.839019013,-45.9782731452,17.2187241387,"28L","B738",1705516143000,0,6,15,23.2707666667,8.603308,100,21.50827,1.7624966667,21.654675,1.6160916667
"2024-01-17 19:01:28GLO1809SBRFSBGR","GLO1809","SBRF","SBGR","M",1705518088000,1705516810360,-21.7765551927,-46.5216516068,358.322150805,"28L","B738",1705518088000,0,8,19,21.294,8.603308,100,21.50827,0,21.654675,0
"2024-01-17 19:03:24GLO1517SBMOSBGR","GLO1517","SBMO","SBGR","M",1705518204000,1705516890703,-21.8830581917,-45.8239720631,22.6893130401,"28L","B738",1705518204000,0,9,20,21.8882833333,8.603308,100,21.50827,0.3800133333,21.654675,0.2336083333
"2024-01-17 19:21:25GLO1503SBARSBGR","GLO1503","SBAR","SBGR","M",1705519285000,1705517664261,-21.8874069603,-45.8120940798,23.1194153869,"28L","B738",1705519285000,0,12,23,27.0123166667,8.603308,100,21.50827,5.5040466667,21.654675,5.3576416667
"2024-01-17 19:49:55GLO1527SBFZSBGR","GLO1527","SBFZ","SBGR","M",1705520995000,1705519653071,-21.9197196598,-45.7367757808,25.9070165214,"28L","B738",1705520995000,0,9,26,22.3654833333,8.603308,100,21.50827,0.8572133333,21.654675,0.7108083333
"2024-01-18 15:13:17GLO9637SBBRSBGR","GLO9637","SBBR","SBGR","M",1705590797000,1705589437420,-21.8145228281,-46.0873538775,13.3838511457,"28L","B738",1705590797000,0,0,7,22.6596666667,8.603308,100,21.50827,1.1513966667,21.654675,1.0049916667
"2024-01-18 15:21:06GLO1317SBCFSBGR","GLO1317","SBCF","SBGR","M",1705591266000,1705590036517,-21.8881804162,-45.8135762663,23.0833270943,"28L","B738",1705591266000,0,2,9,20.4913833333,8.603308,100,21.50827,0,21.654675,0
"2024-01-18 15:47:34GLO9623SBRFSBGR","GLO9623","SBRF","SBGR","M",1705592854000,1705591691888,-21.9280552265,-45.7174902801,26.6202144041,"28L","B738",1705592854000,0,4,9,19.3685333333,8.603308,100,21.50827,0,21.654675,0
"2024-01-18 15:52:44GLO1857SBGOSBGR","GLO1857","SBGO","SBGR","M",1705593164000,1705591888616,-21.8199779972,-46.037823575,15.0773762099,"28L","B738",1705593164000,0,6,11,21.2564,8.603308,100,21.50827,0,21.654675,0
"2024-01-18 16:37:10GLO1641SBMOSBGR","GLO1641","SBMO","SBGR","M",1705595830000,1705594379913,-21.9516311184,-45.6697734363,28.4276933615,"28L","B738",1705595830000,0,9,20,24.1681166667,8.603308,100,21.50827,2.6598466667,21.654675,2.5134416667
"2024-01-18 18:08:03GLO1648SBSVSBGR","GLO1648","SBSV","SBGR","M",1705601283000,1705600014847,-21.8957869196,-45.7917293833,23.8687226921,"28L","B738",1705601283000,0,6,13,21.1358833333,8.603308,100,21.50827,0,21.654675,0
"2024-01-18 17:49:48GLO9618SBFZSBGR","GLO9618","SBFZ","SBGR","M",1705600188000,1705598792372,-21.7889953686,-46.253225577,7.6045110409,"28L","B738",1705600188000,0,6,11,23.2604666667,8.603308,100,21.50827,1.7521966667,21.654675,1.6057916667
"2024-01-18 18:38:30GLO1517SBMOSBGR","GLO1517","SBMO","SBGR","M",1705603110000,1705601858912,-21.8174937183,-46.056589969,14.4338103639,"28L","B738",1705603110000,0,7,18,20.8514666667,8.603308,100,21.50827,0,21.654675,0
"2024-01-18 18:46:15GLO1809SBRFSBGR","GLO1809","SBRF","SBGR","M",1705603575000,1705602322211,-21.7877131051,-46.245865872,7.8499378013,"28L","B738",1705603575000,0,7,19,20.8798166667,8.603308,100,21.50827,0,21.654675,0
"2024-01-19 15:12:39GLO9637SBBRSBGR","GLO9637","SBBR","SBGR","M",1705677159000,1705675739773,-21.8779564562,-45.8402317176,22.1110019588,"28L","B738",1705677159000,0,6,19,23.6537833333,8.603308,100,21.50827,2.1455133333,21.654675,1.9991083333
"2024-01-19 16:12:03GLO9623SBRFSBGR","GLO9623","SBRF","SBGR","M",1705680723000,1705678969061,-21.9385643237,-45.6910807214,27.5809615003,"28L","B738",1705680723000,0,11,15,29.2323166667,8.603308,100,21.50827,7.7240466667,21.654675,7.5776416667
"2024-01-19 16:47:06GLO1641SBMOSBGR","GLO1641","SBMO","SBGR","M",1705682826000,1705681408207,-22.0172536437,-45.5299834384,33.6211427465,"28L","B738",1705682826000,0,6,23,23.6298833333,8.603308,100,21.50827,2.1216133333,21.654675,1.9752083333
"2024-01-19 16:52:56GLO1603SBPSSBGR","GLO1603","SBPS","SBGR","M",1705683176000,1705681680879,-22.1337005879,-45.3613659371,40.4949211409,"28L","B738",1705683176000,0,6,23,24.9186833333,8.603308,100,21.50827,3.4104133333,21.654675,3.2640083333
"2024-01-19 17:56:09GLO9618SBFZSBGR","GLO9618","SBFZ","SBGR","M",1705686969000,1705685364375,-21.9857826965,-45.5929524597,31.2603779509,"28L","B738",1705686969000,0,5,8,26.74375,8.603308,100,21.50827,5.23548,21.654675,5.089075
"2024-01-19 18:36:27GLO1648SBSVSBGR","GLO1648","SBSV","SBGR","M",1705689387000,1705687876691,-22.1925805584,-45.2796851646,43.8336046466,"28L","B738",1705689387000,0,8,17,25.1718166667,8.603308,100,21.50827,3.6635466667,21.654675,3.5171416667
"2024-01-19 18:58:21GLO1517SBMOSBGR","GLO1517","SBMO","SBGR","M",1705690701000,1705689262028,-21.772339602,-46.3603357525,3.877132401,"28L","B738",1705690701000,0,9,19,23.9828666667,8.603308,100,21.50827,2.4745966667,21.654675,2.3281916667
"2024-01-19 22:48:44GLO1599SBBRSBGR","GLO1599","SBBR","SBGR","M",1705704524000,1705700426965,-21.8043842384,-46.0889043675,13.2520410963,"28L","B738",1705704524000,0,1,1,68.2839166667,8.603308,100,21.50827,46.7756466667,21.654675,46.6292416667
"2024-01-20 00:50:49GLO9607SBJPSBGR","GLO9607","SBJP","SBGR","M",1705711849000,1705708839006,-21.841733792,-45.9553163299,17.9959401492,"28L","B738",1705711849000,0,0,0,50.1665666667,8.603308,100,21.50827,28.6582966667,21.654675,28.5118916667
"2024-01-20 05:32:51GLO1121SBVCSBGR","GLO1121","SBVC","SBGR","M",1705728771000,1705727495094,-21.8803434128,-45.8654118128,21.3413022013,"28L","B738",1705728771000,0,1,8,21.2651,8.603308,100,21.50827,0,21.654675,0
"2024-01-20 04:41:50GLO1593SBRFSBGR","GLO1593","SBRF","SBGR","M",1705725710000,1705724403251,-21.876341248,-45.8655040225,21.2884929227,"28L","B738",1705725710000,0,5,15,21.77915,8.603308,100,21.50827,0.27088,21.654675,0.124475
"2024-01-20 06:12:17GLO9603SBSLSBGR","GLO9603","SBSL","SBGR","M",1705731137000,1705729800951,-21.7865435305,-46.2499231015,7.7060491787,"28L","B738",1705731137000,0,2,6,22.2674833333,8.603308,100,21.50827,0.7592133333,21.654675,0.6128083333
"2024-01-20 07:36:14GLO1531SBRFSBGR","GLO1531","SBRF","SBGR","M",1705736174000,1705734606895,-21.8748131177,-45.8652205629,21.2785489611,"28L","B738",1705736174000,0,4,7,26.1184166667,8.603308,100,21.50827,4.6101466667,21.654675,4.4637416667
"2024-01-20 08:20:03GLO1509SBTESBGR","GLO1509","SBTE","SBGR","M",1705738803000,1705737342702,-21.8060677428,-46.086261021,13.3532678788,"28L","B738",1705738803000,0,8,15,24.3383,8.603308,100,21.50827,2.83003,21.654675,2.683625
"2024-01-20 07:52:14GLO1561SBMOSBGR","GLO1561","SBMO","SBGR","M",1705737134000,1705735902793,-21.8743196768,-45.8617814803,21.3819415471,"28L","B738",1705737134000,0,3,9,20.5201166667,8.603308,100,21.50827,0,21.654675,0
"2024-01-20 09:50:56GLO1579SBTESBGR","GLO1579","SBTE","SBGR","M",1705744256000,1705742962892,-21.8048349942,-46.1121514728,12.4793033421,"28L","B738",1705744256000,0,9,23,21.5518,8.603308,100,21.50827,0.04353,21.654675,0
"2024-01-20 10:21:39GLO1289SBSVSBGR","GLO1289","SBSV","SBGR","M",1705746099000,1705744587206,-21.8095662222,-46.0860629408,13.3875723137,"28L","B738",1705746099000,0,9,23,25.1965666667,8.603308,100,21.50827,3.6882966667,21.654675,3.5418916667
"2024-01-20 11:01:29GLO1153SBVCSBGR","GLO1153","SBVC","SBGR","M",1705748489000,1705746899558,-21.7991322509,-46.1501999524,11.1607458936,"28L","B738",1705748489000,0,12,26,26.4907,8.603308,100,21.50827,4.98243,21.654675,4.836025
"2024-01-20 11:20:34GLO1615SBRFSBGR","GLO1615","SBRF","SBGR","M",1705749634000,1705748406554,-21.8717124645,-45.8621195828,21.3387591391,"28L","B738",1705749634000,0,6,25,20.4574333333,8.603308,100,21.50827,0,21.654675,0
"2024-01-20 11:03:28GLO1691SBSVSBGR","GLO1691","SBSV","SBGR","M",1705748608000,1705747111921,-21.8738211136,-45.8644214116,21.2916981966,"28L","B738",1705748608000,0,11,26,24.93465,8.603308,100,21.50827,3.42638,21.654675,3.279975
"2024-01-20 12:57:05GLO1547SBMOSBGR","GLO1547","SBMO","SBGR","M",1705755425000,1705753883913,-21.871396594,-45.8627035779,21.3162745759,"28L","B738",1705755425000,0,4,13,25.6847833333,8.603308,100,21.50827,4.1765133333,21.654675,4.0301083333
"2024-01-20 15:26:18GLO9637SBBRSBGR","GLO9637","SBBR","SBGR","M",1705764378000,1705762979444,-21.7841941369,-46.2794916982,6.6854023934,"28L","B738",1705764378000,0,5,13,23.3092666667,8.603308,100,21.50827,1.8009966667,21.654675,1.6545916667
"2024-01-20 15:35:01GLO1317SBCFSBGR","GLO1317","SBCF","SBGR","M",1705764901000,1705763537097,-21.8702321416,-45.8603710125,21.3759132157,"28L","B738",1705764901000,0,4,12,22.7317166667,8.603308,100,21.50827,1.2234466667,21.654675,1.0770416667
"2024-01-20 16:44:09GLO1641SBMOSBGR","GLO1641","SBMO","SBGR","M",1705769049000,1705767659146,-21.8757521922,-45.8396852894,22.0999937697,"28L","B738",1705769049000,0,5,15,23.1642333333,8.603308,100,21.50827,1.6559633333,21.654675,1.5095583333
"2024-01-20 17:37:47GLO1503SBARSBGR","GLO1503","SBAR","SBGR","M",1705772267000,1705770989828,-21.8713368347,-45.8573929787,21.48415776,"28L","B738",1705772267000,0,4,14,21.2862,8.603308,100,21.50827,0,21.654675,0
"2024-01-20 16:49:11GLO9623SBRFSBGR","GLO9623","SBRF","SBGR","M",1705769351000,1705767967795,-21.8769746965,-45.837373215,22.188568445,"28L","B738",1705769351000,0,4,16,23.0534166667,8.603308,100,21.50827,1.5451466667,21.654675,1.3987416667
"2024-01-20 18:08:07GLO1625SBILSBGR","GLO1625","SBIL","SBGR","M",1705774087000,1705772557424,-21.870903153,-45.8615492483,21.3468335971,"28L","B738",1705774087000,0,5,11,25.4929333333,8.603308,100,21.50827,3.9846633333,21.654675,3.8382583333
"2024-01-20 18:10:11GLO9618SBFZSBGR","GLO9618","SBFZ","SBGR","M",1705774211000,1705772705913,-21.8692930671,-45.8599748521,21.3768203322,"28L","B738",1705774211000,0,6,11,25.0847833333,8.603308,100,21.50827,3.5765133333,21.654675,3.4301083333
"2024-01-20 17:09:47GLO1651SBPLSBGR","GLO1651","SBPL","SBGR","M",1705770587000,1705769312726,-21.8080910215,-46.0865410655,13.3599407282,"28L","B738",1705770587000,0,7,17,21.2379,8.603308,100,21.50827,0,21.654675,0
"2024-01-20 19:02:22GLO1809SBRFSBGR","GLO1809","SBRF","SBGR","M",1705777342000,1705775885083,-21.9529065523,-45.6559488024,28.8597191673,"28L","B738",1705777342000,0,8,18,24.28195,8.603308,100,21.50827,2.77368,21.654675,2.627275
"2024-01-20 18:36:41GLO1835SBJUSBGR","GLO1835","SBJU","SBGR","M",1705775801000,1705774563095,-21.8732679133,-45.8643872599,21.2859211748,"28L","B738",1705775801000,0,4,13,20.63175,8.603308,100,21.50827,0,21.654675,0
"2024-01-20 18:59:19GLO1648SBSVSBGR","GLO1648","SBSV","SBGR","M",1705777159000,1705775608450,-21.9405056468,-45.6825291199,27.8682102207,"28L","B738",1705777159000,0,9,18,25.8425,8.603308,100,21.50827,4.33423,21.654675,4.187825
"2024-01-20 19:56:35GLO1639SBJPSBGR","GLO1639","SBJP","SBGR","M",1705780595000,1705778293823,-21.9324927803,-45.7019717188,27.1582049063,"28L","B738",1705780595000,0,17,28,38.35295,8.603308,100,21.50827,16.84468,21.654675,16.698275
"2024-01-20 19:27:03GLO1591SBSGSBGR","GLO1591","SBSG","SBGR","M",1705778823000,1705777048813,-21.8276903598,-46.0325505428,15.3213113104,"28L","B738",1705778823000,0,14,24,29.5697833333,8.603308,100,21.50827,8.0615133333,21.654675,7.9151083333
"2024-01-20 21:50:05GLO1599SBBRSBGR","GLO1599","SBBR","SBGR","M",1705787405000,1705786080264,-21.7957054827,-46.15199292,11.0776867261,"28L","B738",1705787405000,0,3,11,22.0789333333,8.603308,100,21.50827,0.5706633333,21.654675,0.4242583333
"2024-01-20 23:21:29GLO1549SBMOSBGR","GLO1549","SBMO","SBGR","M",1705792889000,1705790962075,-21.7983656246,-46.2227724496,8.6917191841,"28L","B738",1705792889000,0,11,17,32.1154166667,8.603308,100,21.50827,10.6071466667,21.654675,10.4607416667
"2024-01-20 23:25:46GLO9751SBPSSBGR","GLO9751","SBPS","SBGR","M",1705793146000,1705791248473,-21.863950587,-45.9179918677,19.4523394683,"28L","B738",1705793146000,0,12,18,31.62545,8.603308,100,21.50827,10.11718,21.654675,9.970775
"2024-01-20 23:46:33GLO1627SBPSSBGR","GLO1627","SBPS","SBGR","M",1705794393000,1705792794795,-21.8576212249,-45.906397344,19.7539207656,"28L","B738",1705794393000,0,9,20,26.63675,8.603308,100,21.50827,5.12848,21.654675,4.982075
"2024-01-21 01:01:03GLO1633SBJPSBGR","GLO1633","SBJP","SBGR","M",1705798863000,1705796275321,-21.8737511098,-45.8499308184,21.7508844745,"28L","B738",1705798863000,0,8,8,43.1279833333,8.603308,100,21.50827,21.6197133333,21.654675,21.4733083333
"2024-01-21 00:46:07GLO1613SBRFSBGR","GLO1613","SBRF","SBGR","M",1705797967000,1705795460142,-21.8455413122,-45.9503062662,18.1993238652,"28L","B738",1705797967000,0,2,8,41.7809666667,8.603308,100,21.50827,20.2726966667,21.654675,20.1262916667
"2024-01-21 00:47:43GLO1619SBFZSBGR","GLO1619","SBFZ","SBGR","M",1705798063000,1705795885648,-21.8861520153,-45.8287464796,22.5796562966,"28L","B738",1705798063000,0,3,8,36.2892,8.603308,100,21.50827,14.78093,21.654675,14.634525
"2024-01-21 02:01:50GLO1419SBBRSBGR","GLO1419","SBBR","SBGR","M",1705802510000,1705800540369,-21.8079732104,-46.0860731863,13.3745988011,"28L","B738",1705802510000,0,14,24,32.8271833333,8.603308,100,21.50827,11.3189133333,21.654675,11.1725083333
"2024-01-21 01:39:14GLO9037SBRFSBGR","GLO9037","SBRF","SBGR","M",1705801154000,1705798841031,-21.8923106366,-45.7891236037,23.9018600363,"28L","B738",1705801154000,0,15,22,38.5494833333,8.603308,100,21.50827,17.0412133333,21.654675,16.8948083333
"2024-01-21 05:05:10GLO9175SBSVSBGR","GLO9175","SBSV","SBGR","M",1705813510000,1705812338194,-21.8732798652,-45.8622049622,21.3555238639,"28L","B738",1705813510000,0,2,11,19.5301,8.603308,100,21.50827,0,21.654675,0
"2024-01-21 04:24:07GLO1593SBRFSBGR","GLO1593","SBRF","SBGR","M",1705811047000,1705809804016,-21.8722007832,-45.8614228868,21.3669719925,"28L","B738",1705811047000,0,4,8,20.7164,8.603308,100,21.50827,0,21.654675,0
"2024-01-21 04:28:15GLO1121SBVCSBGR","GLO1121","SBVC","SBGR","M",1705811295000,1705809992619,-21.8698138266,-45.8601763475,21.3768947431,"28L","B738",1705811295000,0,4,9,21.70635,8.603308,100,21.50827,0.19808,21.654675,0.051675
"2024-01-21 05:17:36GLO9821SBMOSBGR","GLO9821","SBMO","SBGR","M",1705814256000,1705813000722,-21.8705326455,-45.8779455099,20.8196291578,"28L","B738",1705814256000,0,2,9,20.9213,8.603308,100,21.50827,0,21.654675,0
"2024-01-21 07:10:58GLO1563SBPJSBGR","GLO1563","SBPJ","SBGR","M",1705821058000,1705819805033,-21.7960213532,-46.7950569637,348.8886404755,"28L","B738",1705821058000,0,0,2,20.8827833333,8.603308,100,21.50827,0,21.654675,0
"2024-01-21 08:29:31GLO1509SBTESBGR","GLO1509","SBTE","SBGR","M",1705825771000,1705824111743,-21.7787287233,-46.351087455,4.2102618735,"28L","B738",1705825771000,0,7,10,27.6542833333,8.603308,100,21.50827,6.1460133333,21.654675,5.9996083333
"2024-01-21 09:42:15GLO1609SBPLSBGR","GLO1609","SBPL","SBGR","M",1705830135000,1705827922250,-21.7929702148,-46.2249786535,8.5883788481,"28L","B738",1705830135000,0,16,25,36.8791666667,8.603308,100,21.50827,15.3708966667,21.654675,15.2244916667
"2024-01-21 10:07:36GLO1579SBTESBGR","GLO1579","SBTE","SBGR","M",1705831656000,1705829379107,-21.8596274295,-45.9092797528,19.6842673954,"28L","B738",1705831656000,0,16,26,37.9482166667,8.603308,100,21.50827,16.4399466667,21.654675,16.2935416667
"2024-01-21 10:57:30GLO1635SBJPSBGR","GLO1635","SBJP","SBGR","M",1705834650000,1705832550055,-21.868430826,-45.865473286,21.1915666937,"28L","B738",1705834650000,0,15,27,34.9990833333,8.603308,100,21.50827,13.4908133333,21.654675,13.3444083333
"2024-01-21 11:01:36GLO1615SBRFSBGR","GLO1615","SBRF","SBGR","M",1705834896000,1705832735213,-21.8711387754,-45.8628914126,21.3071060805,"28L","B738",1705834896000,0,16,27,36.0131166667,8.603308,100,21.50827,14.5048466667,21.654675,14.3584416667
"2024-01-21 10:50:40GLO1547SBMOSBGR","GLO1547","SBMO","SBGR","M",1705834240000,1705832172442,-21.8686340076,-45.8627308994,21.2811903329,"28L","B738",1705834240000,0,15,27,34.4593,8.603308,100,21.50827,12.95103,21.654675,12.804625
"2024-01-21 11:10:13GLO1691SBSVSBGR","GLO1691","SBSV","SBGR","M",1705835413000,1705832996650,-21.8021902189,-46.1165604655,12.3121837086,"28L","B738",1705835413000,0,18,27,40.2725,8.603308,100,21.50827,18.76423,21.654675,18.617825
"2024-01-21 11:17:13GLO9141SBSGSBGR","GLO9141","SBSG","SBGR","M",1705835833000,1705833927937,-21.8699162711,-45.862666011,21.2991199794,"28L","B738",1705835833000,0,14,27,31.75105,8.603308,100,21.50827,10.24278,21.654675,10.096375
"2024-01-21 15:32:40GLO1317SBCFSBGR","GLO1317","SBCF","SBGR","M",1705851160000,1705849872840,-21.8709936457,-45.8608149854,21.3712795035,"28L","B738",1705851160000,0,4,14,21.4526666667,8.603308,100,21.50827,0,21.654675,0
"2024-01-21 16:19:14GLO1857SBGOSBGR","GLO1857","SBGO","SBGR","M",1705853954000,1705852614540,-21.7828469918,-46.2820291743,6.5932085743,"28L","B738",1705853954000,0,10,15,22.3243333333,8.603308,100,21.50827,0.8160633333,21.654675,0.6696583333
"2024-01-21 19:39:33GLO1527SBFZSBGR","GLO1527","SBFZ","SBGR","M",1705865973000,1705862700195,-21.8222676315,-45.8622220381,20.7379924784,"28L","B738",1705865973000,0,17,17,54.54675,8.603308,100,21.50827,33.03848,21.654675,32.892075
"2024-01-21 23:01:59GLO1583SBARSBGR","GLO1583","SBAR","SBGR","M",1705878119000,1705876652210,-21.8700016415,-45.8605793383,21.3664380153,"28L","B738",1705878119000,0,9,17,24.4465,8.603308,100,21.50827,2.93823,21.654675,2.791825
"2024-01-24 22:30:56GLO1627SBPSSBGR","GLO1627","SBPS","SBGR","M",1706135456000,1706134097230,-21.8727744724,-45.8625362343,21.3387030263,"28L","B738",1706135456000,0,5,13,22.6461666667,8.603308,100,21.50827,1.1378966667,21.654675,0.9914916667
"2024-01-24 23:39:30GLO1633SBJPSBGR","GLO1633","SBJP","SBGR","M",1706139570000,1706138114650,-21.873032291,-45.8628640912,21.3314766533,"28L","B738",1706139570000,0,7,20,24.2558333333,8.603308,100,21.50827,2.7475633333,21.654675,2.6011583333
"2024-01-25 00:53:41GLO1539SBSGSBGR","GLO1539","SBSG","SBGR","M",1706144021000,1706142306569,-21.7888177982,-46.2344523527,8.2444656366,"28L","B738",1706144021000,0,10,13,28.57385,8.603308,100,21.50827,7.06558,21.654675,6.919175
"2024-01-25 01:15:12GLO1419SBBRSBGR","GLO1419","SBBR","SBGR","M",1706145312000,1706143619392,-21.8038310382,-46.0935251011,13.0938797722,"28L","B738",1706145312000,0,12,20,28.2101333333,8.603308,100,21.50827,6.7018633333,21.654675,6.5554583333
"2024-01-25 01:19:53GLO9607SBJPSBGR","GLO9607","SBJP","SBGR","M",1706145593000,1706144205603,-21.8696960155,-45.8610950299,21.3462761425,"28L","B738",1706145593000,0,9,21,23.1232833333,8.603308,100,21.50827,1.6150133333,21.654675,1.4686083333
"2024-01-25 00:59:12GLO1619SBFZSBGR","GLO1619","SBFZ","SBGR","M",1706144352000,1706142635761,-21.8340743589,-45.9840926057,16.9784365294,"28L","B738",1706144352000,0,13,14,28.6039833333,8.603308,100,21.50827,7.0957133333,21.654675,6.9493083333
"2024-01-25 03:32:38GLO1945SBSVSBGR","GLO1945","SBSV","SBGR","M",1706153558000,1706152264956,-21.8722759092,-45.8612862798,21.3722482059,"28L","B738",1706153558000,0,5,8,21.5507333333,8.603308,100,21.50827,0.0424633333,21.654675,0
"2024-01-29 18:09:41GLO9631SBFZSBGR","GLO9631","SBFZ","SBGR","M",1706551781000,1706550324672,-21.8702697046,-45.859780187,21.3951308824,"28L","B738",1706551781000,0,4,8,24.2721333333,8.603308,100,21.50827,2.7638633333,21.654675,2.6174583333
"2024-01-29 18:25:20GLO1503SBARSBGR","GLO1503","SBAR","SBGR","M",1706552720000,1706551132345,-21.8746253028,-45.8594215935,21.4608159585,"28L","B738",1706552720000,0,9,14,26.4609166667,8.603308,100,21.50827,4.9526466667,21.654675,4.8062416667
"2024-01-29 19:12:04GLO1625SBILSBGR","GLO1625","SBIL","SBGR","M",1706555524000,1706553990782,-21.8493078546,-45.9328512999,18.806521893,"28L","B738",1706555524000,0,10,22,25.5536333333,8.603308,100,21.50827,4.0453633333,21.654675,3.8989583333
"2024-01-29 19:19:04GLO1648SBSVSBGR","GLO1648","SBSV","SBGR","M",1706555944000,1706554331709,-21.8994066249,-45.774680823,24.4478254472,"28L","B738",1706555944000,0,12,24,26.8715166667,8.603308,100,21.50827,5.3632466667,21.654675,5.2168416667
"2024-01-29 19:15:15GLO1527SBFZSBGR","GLO1527","SBFZ","SBGR","M",1706555715000,1706554171096,-21.8565489726,-45.9094880786,19.6421271773,"28L","B738",1706555715000,0,11,23,25.7317333333,8.603308,100,21.50827,4.2234633333,21.654675,4.0770583333
"2024-01-29 19:37:07GLO1581SBJESBGR","GLO1581","SBJE","SBGR","M",1706557027000,1706554925446,-21.8775432634,-45.8309834201,22.3970391391,"28L","B738",1706557027000,0,17,25,35.0259,8.603308,100,21.50827,13.51763,21.654675,13.371225
"2024-01-29 19:51:56GLO1639SBJPSBGR","GLO1639","SBJP","SBGR","M",1706557916000,1706555751824,-21.886882786,-45.8089521176,23.2106710291,"28L","B738",1706557916000,0,16,27,36.0696,8.603308,100,21.50827,14.56133,21.654675,14.414925
"2024-01-29 23:09:50GLO1583SBARSBGR","GLO1583","SBAR","SBGR","M",1706569790000,1706568150258,-21.8723783537,-45.861658534,21.3616894111,"28L","B738",1706569790000,0,7,19,27.3290333333,8.603308,100,21.50827,5.8207633333,21.654675,5.6743583333
"2024-01-30 15:39:27GLO9623SBRFSBGR","GLO9623","SBRF","SBGR","M",1706629167000,1706627893448,-21.8726566612,-45.8627684663,21.3298523174,"28L","B738",1706629167000,0,3,9,21.2258666667,8.603308,100,21.50827,0,21.654675,0
"2024-01-30 16:48:32GLO1603SBPSSBGR","GLO1603","SBPS","SBGR","M",1706633312000,1706632151686,-21.8747379918,-45.862413288,21.3670430886,"28L","B738",1706633312000,0,6,21,19.3385666667,8.603308,100,21.50827,0,21.654675,0
"2024-01-30 16:28:25GLO9637SBBRSBGR","GLO9637","SBBR","SBGR","M",1706632105000,1706630484537,-21.8076556324,-46.0854516242,13.3927880291,"28L","B738",1706632105000,0,11,17,27.0077166667,8.603308,100,21.50827,5.4994466667,21.654675,5.3530416667
"2024-01-30 17:02:20GLO1641SBMOSBGR","GLO1641","SBMO","SBGR","M",1706634140000,1706632870917,-21.8698889526,-45.8588410135,21.4201893204,"28L","B738",1706634140000,0,4,19,21.1513833333,8.603308,100,21.50827,0,21.654675,0
"2024-01-30 17:23:45GLO1651SBPLSBGR","GLO1651","SBPL","SBGR","M",1706635425000,1706633926609,-21.8105257856,-46.086319079,13.3866460807,"28L","B738",1706635425000,0,4,15,24.9731833333,8.603308,100,21.50827,3.4649133333,21.654675,3.3185083333
"2024-01-30 18:03:37GLO9618SBFZSBGR","GLO9618","SBFZ","SBGR","M",1706637817000,1706636082524,-21.8758375626,-45.8630894929,21.359204959,"28L","B738",1706637817000,0,9,14,28.9079333333,8.603308,100,21.50827,7.3996633333,21.654675,7.2532583333
"2024-01-30 17:44:37GLO1625SBILSBGR","GLO1625","SBIL","SBGR","M",1706636677000,1706635141829,-21.8701945786,-45.8592235133,21.411858989,"28L","B738",1706636677000,0,6,12,25.5861833333,8.603308,100,21.50827,4.0779133333,21.654675,3.9315083333
"2024-01-30 17:31:32GLO1503SBARSBGR","GLO1503","SBAR","SBGR","M",1706635892000,1706634692344,-21.870317512,-45.8614911903,21.3414088693,"28L","B738",1706635892000,0,3,13,19.9942666667,8.603308,100,21.50827,0,21.654675,0
"2024-01-30 18:40:05GLO1809SBRFSBGR","GLO1809","SBRF","SBGR","M",1706640005000,1706638643525,-21.8699487119,-45.8581545631,21.4427004856,"28L","B738",1706640005000,0,8,19,22.69125,8.603308,100,21.50827,1.18298,21.654675,1.036575
"2024-01-30 18:59:50GLO1517SBMOSBGR","GLO1517","SBMO","SBGR","M",1706641190000,1706639654550,-21.8733703578,-45.8637349612,21.3079601183,"28L","B738",1706641190000,0,8,20,25.5908333333,8.603308,100,21.50827,4.0825633333,21.654675,3.9361583333
"2024-01-30 19:04:20GLO1545SBSGSBGR","GLO1545","SBSG","SBGR","M",1706641460000,1706639915109,-21.8733703578,-45.8603880884,21.4144261083,"28L","B738",1706641460000,0,9,20,25.7481833333,8.603308,100,21.50827,4.2399133333,21.654675,4.0935083333
"2024-01-31 18:55:44GLO1809SBRFSBGR","GLO1809","SBRF","SBGR","M",1706727344000,1706725218907,-21.8764214962,-45.8659923928,21.2739079131,"28L","B738",1706727344000,0,9,17,35.4182166667,8.603308,100,21.50827,13.9099466667,21.654675,13.7635416667
"2024-01-30 14:38:59PSJESSBBRSBGR","PSJES","SBBR","SBGR","M",1706625539000,1706624156766,-21.7905508175,-46.2070011653,9.1871622674,"28L","BE40",1706625539000,0,12,26,23.0372333333,8.603308,100,21.50827,1.5289633333,21.654675,1.3825583333
